Gate_voltage,Temperature,riseTime,millerTime,Vge_plateau,max_dVge,max_dIdt,fallTime,Vce_overshoot,E_on,E_off,Vge_max,HealthState
8,120,7e-08,3.1e-07,7.98696190422402,308531962.351632,31389233.4223569,7.90000000000001e-07,0.0088334556976406,0.0186938253091174,0.0006014905166767,8.12133292073703,Warning
8,120,8e-08,3.2e-07,7.96637657545514,305964742.678526,26614387.839313,1.49e-06,0.0068208112892307,0.0183731772652939,0.0011935581430961,8.11194664669054,Fault
8,130,7e-08,2.7e-07,7.98937073326512,311523471.848143,36266604.678706,5.50000000000001e-07,0.0096472366132047,0.0194303067853427,0.0003928320493764,8.12222395563918,Fault
8,130,7e-08,3.1e-07,7.98696154177624,308531985.237871,32049459.852278,7.90000000000001e-07,0.0088772097311675,0.0192585439694225,0.0006214110215796,8.12186611174365,Fault
8,130,8e-08,3.2e-07,7.96637745685808,305964746.488649,27203094.4281423,1.48e-06,0.0068402982460611,0.0189349516970944,0.001233450923054,8.11248087022601,Fault
8,140,7e-08,2.8e-07,7.98937473997379,311523381.341118,37041973.9754801,5.50000000000001e-07,0.0097029688363363,0.0200434039772822,0.000406531953636,8.12260988235295,Fault
8,140,7e-08,3.2e-07,7.98696197730083,308531962.32312,32749892.7183152,7.90000000000001e-07,0.008925513830718,0.0198658286470674,0.0006432813949494,8.12240883289422,Fault
8,140,8e-08,3.3e-07,7.96637792517169,305964743.44788,27825919.229125,1.48e-06,0.0068643088457633,0.0195391636783269,0.0012766219371995,8.11304123393919,Fault
8,150,7e-08,2.8e-07,7.98936940618164,311523378.668267,37846015.5782645,5.50000000000001e-07,0.0097634848422103,0.0206919744041458,0.0004211470877809,8.12299027827554,Fault
8,150,7e-08,3.2e-07,7.9869641208702,308531985.02691,33481999.097761,7.90000000000001e-07,0.0089780283447566,0.0205082021105504,0.000666447646877,8.12295139005486,Fault
8,150,8e-08,3.3e-07,7.96637920131659,305964745.382653,28483640.2730412,1.48e-06,0.0068901285442279,0.0201785508074809,0.0013227592150306,8.11361055945221,Fault
8,20,7e-08,2.5e-07,7.98937161337034,311523424.752733,29821731.7690057,5.50000000000001e-07,0.00926567154562,0.0146150593763416,0.0002885529971625,8.11793182621148,Healthy
8,20,7e-08,2.8e-07,7.98695960520415,308531962.215561,26233248.4198807,8.00000000000001e-07,0.0085615002245731,0.0144830343272309,0.0004562372823983,8.11628637228352,Warning
8,20,8e-08,2.9e-07,7.96637414939695,305964744.802813,22058209.7731469,1.5e-06,0.0067312907483483,0.0141927398714474,0.0009047514883203,8.10723450062179,Fault
8,30,7e-08,2.5e-07,7.98937309365863,311523432.74114,30297259.9548892,5.50000000000001e-07,0.0092874953194268,0.0149503460911004,0.0002956283499444,8.11832421138224,Healthy
8,30,7e-08,2.8e-07,7.98696072614201,308531985.090751,26656097.6993117,8.00000000000001e-07,0.0085787316909318,0.0148157695892293,0.0004674514785668,8.11676269517829,Warning
8,30,8e-08,2.9e-07,7.9663748044514,305964743.372791,22431304.1106017,1.5e-06,0.0067335048465793,0.0145224633551293,0.0009270507612521,8.10764674484279,Fault
8,40,7e-08,2.5e-07,7.98937239556471,311523425.754695,30781832.2285893,5.50000000000001e-07,0.0093117348835107,0.0152963992731613,0.0003029608922303,8.11869578197843,Healthy
8,40,7e-08,2.8e-07,7.98696206909318,308531962.343715,27093055.8393094,8.00000000000001e-07,0.0085973240038015,0.0151592367189757,0.0004790729988739,8.1172461725749,Warning
8,40,8e-08,2.9e-07,7.96637599779559,305964748.125644,22812198.4405809,1.5e-06,0.0067365713706522,0.0148629578027899,0.0009501483314725,8.108084621953,Fault
8,50,7e-08,2.5e-07,7.98937251469018,311523396.354559,31290818.5039569,5.50000000000001e-07,0.0093379836611688,0.0156656695444178,0.0003108150214148,8.11909914204941,Healthy
8,50,7e-08,2.9e-07,7.98696130189871,308531984.814322,27555921.9406399,8.00000000000001e-07,0.008618604204571,0.015525717845123,0.000491530668413,8.11773478958308,Warning
8,50,8e-08,3e-07,7.96637793655023,305964745.378195,23220741.263128,1.49e-06,0.0067411231373171,0.0152264017351836,0.000974910251578,8.10853356308484,Fault
8,60,7e-08,2.6e-07,7.98937192100532,311523395.390596,31816347.2496659,5.50000000000001e-07,0.009366032510627,0.0160484627518917,0.000318986730814,8.11947969151675,Healthy
8,60,7e-08,2.9e-07,7.98696192947821,308531962.223593,28027820.380727,8.00000000000001e-07,0.0086408903965775,0.0159055377511305,0.0005044857173193,8.11821701213164,Warning
8,60,8e-08,3e-07,7.9663758577126,305964744.938098,23638056.0500022,1.49e-06,0.0067472747897454,0.0156031955344225,0.0010006792300585,8.10898101874406,Fault
8,70,7e-08,2.6e-07,7.98936969475233,311523419.579448,32368794.7620109,5.50000000000001e-07,0.0093964206880627,0.0164518188326333,0.0003276422558001,8.11987575563935,Healthy
8,70,7e-08,2.9e-07,7.98696099441888,308531962.042857,28521164.8707435,8.00000000000001e-07,0.0086657074659797,0.0163057324047089,0.0005182087111779,8.11872643206733,Warning
8,70,8e-08,3e-07,7.96637758504295,305964743.566454,24072733.0268782,1.49e-06,0.006754870435941,0.0160003956845637,0.001027965289042,8.10943649721481,Fault
8,80,7e-08,2.6e-07,7.98936847106819,311523438.241232,32950343.2928787,5.50000000000001e-07,0.0094300089812691,0.0168829140713126,0.0003369370497914,8.12027581414036,Warning
8,80,7e-08,3e-07,7.98696156851142,308531962.178917,29048180.041687,8.00000000000001e-07,0.008693646803465,0.016733399809278,0.0005329450950745,8.11924226141028,Warning
8,80,8e-08,3e-07,7.96637637368046,305964743.234756,24538066.1749668,1.49e-06,0.0067641438189411,0.0164250067747136,0.0010572606907718,8.10991119836039,Fault
8,90,7e-08,2.6e-07,7.98937003332152,311523426.793784,33546680.94722,5.50000000000001e-07,0.0094660306552896,0.0173327557310891,0.0003466986108945,8.1206578836841,Warning
8,90,7e-08,3e-07,7.98696191148841,308531962.420041,29588638.8904758,8.00000000000001e-07,0.0087235528842484,0.0171795727847593,0.0005483998446862,8.11975434298735,Warning
8,90,8e-08,3.1e-07,7.96637558074761,305964745.960615,25016076.4299139,1.49e-06,0.0067746332514957,0.0168680620521602,0.0010879866851964,8.11040034282206,Fault
