Gate_voltage,Temperature,riseTime,millerTime,Vge_plateau,max_dVge,max_dIdt,fallTime,Vce_overshoot,E_on,E_off,Vge_max,HealthState
20,70,7.6e-07,3e-08,18.3489027019689,778706696.850895,381497773.643097,6.60000000000001e-07,0.0260042557458178,0.0080948643455774,0.0091255460595185,20.4119682417582,Healthy
20,70,8.6e-07,4e-08,18.0522998196583,771315072.963601,297130269.954836,9.4e-07,0.0226338992817432,0.0088198671623179,0.0140123465118257,20.4223168309441,Warning
20,70,9.3e-07,5e-08,17.7383742089302,764901661.382637,229229417.211072,1.71e-06,0.014152445751904,0.0102265223294181,0.0273172681946367,20.420536464762,Fault
20,80,7.6e-07,3e-08,18.3099250604005,778703855.433359,385756006.69389,6.6e-07,0.0259991497177339,0.0082055097223944,0.0090067798582767,20.3975843292858,Warning
20,80,8.5e-07,4e-08,18.0133636942302,771315332.673961,300856344.857441,9.40000000000001e-07,0.0226093132556002,0.0088704460693004,0.0139609522950035,20.4071645989143,Warning
20,80,9.3e-07,5e-08,17.6994049125092,764901662.655809,232378121.158596,1.71e-06,0.0141109972294657,0.0102112329101693,0.027383987939892,20.4045049364494,Fault
20,90,7.5e-07,3e-08,18.2286003951125,778702129.461424,390061074.903969,6.6e-07,0.025982376663876,0.0083076596676727,0.008892319038821,20.3835710236248,Warning
20,90,8.5e-07,4e-08,17.907108264502,771315249.790258,304592143.088579,9.40000000000001e-07,0.0225893434061391,0.0089278675750762,0.0139096485248313,20.3923750649428,Warning
20,90,9.3e-07,5e-08,17.6308648413321,764901700.872385,235573506.27915,1.71e-06,0.0140679742672205,0.010195316891235,0.0274485038201449,20.3888539979733,Fault
8,100,7e-08,2.7e-07,7.98937321051073,311523403.844891,34183506.3012585,5.50000000000001e-07,0.0095068108125815,0.0178144411687674,0.0003571774889682,8.12106033310448,Warning
8,100,7e-08,3e-07,7.98696116546405,308531984.937884,30161070.2115047,8.00000000000001e-07,0.0087569630611596,0.0176569990756,0.000565034017689,8.12027688528789,Warning
8,100,8e-08,3.1e-07,7.96637781207112,305964745.520415,25525085.3272694,1.49e-06,0.0067879978573159,0.0173424982388366,0.0011210646371436,8.11090722968573,Fault
8,110,7e-08,2.7e-07,7.98936971857188,311523378.528734,34844193.1557771,5.50000000000001e-07,0.0095490817331551,0.0183189499053989,0.000368236773237,8.1214553180571,Warning
8,110,7e-08,3e-07,7.9869636276659,308531962.202695,30759179.095639,8.00000000000001e-07,0.0087935697033572,0.0181573619678927,0.0005825683015384,8.12079875993609,Warning
8,110,8e-08,3.1e-07,7.96637832555062,305964745.051748,26054538.7325106,1.49e-06,0.0068032634041514,0.017839720924602,0.0011559271589278,8.11141952975002,Fault
8,120,7e-08,2.7e-07,7.98937080255917,311523515.64402,35540580.0968346,5.50000000000001e-07,0.0095966660471162,0.0188602866634104,0.0003801801746077,8.121845403817,Warning
