riseTime,millerTime,Vge_plateau,max_dVge,max_dIdt,fallTime,Vce_overshoot,Vge_max,Eon_mean,Eoff_mean,Esw_mean,Esw_max,dEsw_dIc,tOn_mean,tOff_mean,tOff_max,t_ratio,Vce_50A,Vce_100A,Vce_275A,Vce_550A,Vce_1200A,Vce_2500A,Vce_3400A,Ic_1_5V,Ic_2_5V,Ic_4V,Ic_6V,Ic_8V,Ic_10V,mean_dIdV,max_dIdV,area_IV,mean_Ic_highV,HealthState
4.20E-07,1.50E-07,11.94574807,458944524.3,71595748.94,1.50E-06,0.01064107,12.6282571,0.000319803,0.000983367,0.00130317,0.002250572,9.21E-05,1.88E-07,6.82E-07,6.90E-07,3.627659574,1.198940409,1.374555815,1.914371717,2.769299695,7.598077975,10,10,139.0312242,465.9363853,886.0870151,1180.482646,1203.032559,1217.859649,120.6163594,331.1494137,8306.883276,1210.852776,Healthy
5.30E-07,9.00E-08,11.97715969,467281680,115018160.4,5.70E-07,0.016920755,12.76311446,0.000325425,0.000982115,0.001307539,0.002260238,9.27E-05,1.92E-07,6.82E-07,6.90E-07,3.552083333,1.208765067,1.388848718,1.938992242,2.810591045,7.130587188,10,10,133.8640575,454.685797,870.8246954,1177.457674,1206.753823,1221.97069,121.024352,324.8882882,8266.883415,1214.779107,Healthy
5.10E-07,1.20E-07,11.97284483,462794835.6,88840063.6,8.10E-07,0.015202436,12.71751663,0.000325425,0.000982115,0.001307539,0.002260238,9.27E-05,1.92E-07,6.82E-07,6.90E-07,3.552083333,1.208765067,1.388848718,1.938992242,2.810591045,7.130587188,10,10,133.8640575,454.685797,870.8246954,1177.457674,1206.753823,1221.97069,121.024352,324.8882882,8266.883415,1214.779107,Healthy
4.30E-07,1.50E-07,11.94577278,458944540.9,72280727.18,1.50E-06,0.010787814,12.62989665,0.000325425,0.000982115,0.001307539,0.002260238,9.27E-05,1.92E-07,6.82E-07,6.90E-07,3.552083333,1.208765067,1.388848718,1.938992242,2.810591045,7.130587188,10,10,133.8640575,454.685797,870.8246954,1177.457674,1206.753823,1221.97069,121.024352,324.8882882,8266.883415,1214.779107,Healthy
5.50E-07,9.00E-08,11.97723735,467281650.5,116621702.4,5.70E-07,0.017160751,12.7668938,0.00032876,0.000980394,0.001309154,0.002256941,9.25E-05,1.92E-07,6.80E-07,6.90E-07,3.541666667,1.218483205,1.40312181,1.963748883,2.852466573,6.744116535,10,10,128.9099722,443.7138473,855.6787825,1172.581018,1210.023804,1225.619148,121.3865172,318.7149327,8223.5804,1218.248178,Healthy
5.20E-07,1.20E-07,11.97287485,462794465.8,90278301.68,8.10E-07,0.015426232,12.72253401,0.00032876,0.000980394,0.001309154,0.002256941,9.25E-05,1.92E-07,6.80E-07,6.90E-07,3.541666667,1.218483205,1.40312181,1.963748883,2.852466573,6.744116535,10,10,128.9099722,443.7138473,855.6787825,1172.581018,1210.023804,1225.619148,121.3865172,318.7149327,8223.5804,1218.248178,Healthy
4.50E-07,1.60E-07,11.94143699,458944541.7,72979359.86,1.50E-06,0.010944001,12.64520434,0.00032876,0.000980394,0.001309154,0.002256941,9.25E-05,1.92E-07,6.80E-07,6.90E-07,3.541666667,1.218483205,1.40312181,1.963748883,2.852466573,6.744116535,10,10,128.9099722,443.7138473,855.6787825,1172.581018,1210.023804,1225.619148,121.3865172,318.7149327,8223.5804,1218.248178,Healthy
5.50E-07,9.00E-08,11.97730395,467281628.8,118245060.3,5.70E-07,0.017408294,12.76175529,0.000334786,0.000984191,0.001318977,0.002284164,9.35E-05,1.98E-07,6.84E-07,6.90E-07,3.454545455,1.228274474,1.416897595,1.988648926,2.894478904,6.623550332,10,10,124.1589337,433.0440013,840.6776327,1166.163013,1212.870756,1228.833405,121.7056651,312.6911197,8177.235608,1221.288312,Healthy
5.30E-07,1.20E-07,11.97270557,462794465.9,91743976.05,8.10E-07,0.01565726,12.72595459,0.000334786,0.000984191,0.001318977,0.002284164,9.35E-05,1.98E-07,6.84E-07,6.90E-07,3.454545455,1.228274474,1.416897595,1.988648926,2.894478904,6.623550332,10,10,124.1589337,433.0440013,840.6776327,1166.163013,1212.870756,1228.833405,121.7056651,312.6911197,8177.235608,1221.288312,Healthy
4.60E-07,1.50E-07,11.94146502,458944520.7,73676862.19,1.50E-06,0.011105501,12.65066172,0.000334786,0.000984191,0.001318977,0.002284164,9.35E-05,1.98E-07,6.84E-07,6.90E-07,3.454545455,1.228274474,1.416897595,1.988648926,2.894478904,6.623550332,10,10,124.1589337,433.0440013,840.6776327,1166.163013,1212.870756,1228.833405,121.7056651,312.6911197,8177.235608,1221.288312,Healthy
5.60E-07,9.00E-08,11.97706247,467281671.3,119913447.1,5.70E-07,0.017666891,12.76210695,0.00034024,0.000988148,0.001328388,0.002304211,9.45E-05,2.02E-07,6.86E-07,6.90E-07,3.396039604,1.23816028,1.430755945,2.013714661,2.937141665,6.65398393,10,10,119.6123776,422.6574981,825.8452337,1158.463135,1215.321099,1231.640029,121.9844268,306.9263577,8128.082375,1223.92601,Healthy
5.50E-07,1.20E-07,11.97263085,462794466.8,93261326.71,8.10E-07,0.015898399,12.7345367,0.00034024,0.000988148,0.001328388,0.002304211,9.45E-05,2.02E-07,6.86E-07,6.90E-07,3.396039604,1.23816028,1.430755945,2.013714661,2.937141665,6.65398393,10,10,119.6123776,422.6574981,825.8452337,1158.463135,1215.321099,1231.640029,121.9844268,306.9263577,8128.082375,1223.92601,Healthy
4.80E-07,1.50E-07,11.94153248,458944535.4,74386113.98,1.50E-06,0.011272461,12.66143595,0.00034024,0.000988148,0.001328388,0.002304211,9.45E-05,2.02E-07,6.86E-07,6.90E-07,3.396039604,1.23816028,1.430755945,2.013714661,2.937141665,6.65398393,10,10,119.6123776,422.6574981,825.8452337,1158.463135,1215.321099,1231.640029,121.9844268,306.9263577,8128.082375,1223.92601,Healthy
5.80E-07,9.00E-08,11.97693164,467281681.8,121646569.3,5.70E-07,0.017941637,12.7668343,0.000343796,0.000986706,0.001330502,0.002305879,9.45E-05,2.02E-07,6.88E-07,7.00E-07,3.405940594,1.248161215,1.444693254,2.038925556,2.980004158,6.711832387,10,10,115.2527692,412.557643,811.2008892,1149.699049,1217.399557,1234.063905,122.2252663,301.2484283,8076.344386,1226.186081,Warning
5.60E-07,1.20E-07,11.9726193,462794466.7,94852878.71,8.10E-07,0.016156964,12.73306105,0.000343796,0.000986706,0.001330502,0.002305879,9.45E-05,2.02E-07,6.88E-07,7.00E-07,3.405940594,1.248161215,1.444693254,2.038925556,2.980004158,6.711832387,10,10,115.2527692,412.557643,811.2008892,1149.699049,1217.399557,1234.063905,122.2252663,301.2484283,8076.344386,1226.186081,Warning
4.90E-07,1.50E-07,11.94145671,458944522.7,75096962.24,1.50E-06,0.011459331,12.66656685,0.000343796,0.000986706,0.001330502,0.002305879,9.45E-05,2.02E-07,6.88E-07,7.00E-07,3.405940594,1.248161215,1.444693254,2.038925556,2.980004158,6.711832387,10,10,115.2527692,412.557643,811.2008892,1149.699049,1217.399557,1234.063905,122.2252663,301.2484283,8076.344386,1226.186081,Warning
5.90E-07,9.00E-08,11.97687878,467281650.8,123405659.6,5.70E-07,0.018228738,12.76277971,0.000349557,0.000990445,0.001340002,0.002325187,9.57E-05,2.06E-07,6.90E-07,7.00E-07,3.349514563,1.258281491,1.458734485,2.064276003,3.023308621,6.786563077,10,10,111.0828089,402.7221437,796.7598882,1140.053386,1219.129274,1236.128353,122.4304933,295.6204523,8022.221802,1228.091764,Warning
5.80E-07,1.20E-07,11.97264869,462794835.8,96478503.69,8.10E-07,0.016424482,12.73680674,0.000349557,0.000990445,0.001340002,0.002325187,9.57E-05,2.06E-07,6.90E-07,7.00E-07,3.349514563,1.258281491,1.458734485,2.064276003,3.023308621,6.786563077,10,10,111.0828089,402.7221437,796.7598882,1140.053386,1219.129274,1236.128353,122.4304933,295.6204523,8022.221802,1228.091764,Warning
5.10E-07,1.50E-07,11.9413474,458944521.5,75802509.55,1.50E-06,0.011651067,12.67472636,0.000349557,0.000990445,0.001340002,0.002325187,9.57E-05,2.06E-07,6.90E-07,7.00E-07,3.349514563,1.258281491,1.458734485,2.064276003,3.023308621,6.786563077,10,10,111.0828089,402.7221437,796.7598882,1140.053386,1219.129274,1236.128353,122.4304933,295.6204523,8022.221802,1228.091764,Warning
8.90E-07,6.00E-08,11.01084386,584095919.3,217578236.9,6.50E-07,0.026425479,15.90057242,0.000208239,0.001012334,0.001220573,0.002061081,8.31E-05,1.12E-07,8.22E-07,1.03E-06,7.339285714,1.249055885,1.4335734,1.967692641,2.759529254,4.745087513,10,10,119.9752967,459.8530438,966.9239057,1552.923108,1982.698597,2202.065422,218.2831576,348.4199025,11721.91457,2117.51431,Warning
9.80E-07,7.00E-08,10.94399548,578490817.6,173147894.4,9.30E-07,0.02336758,15.91321675,0.000208239,0.001012334,0.001220573,0.002061081,8.31E-05,1.12E-07,8.22E-07,1.03E-06,7.339285714,1.249055885,1.4335734,1.967692641,2.759529254,4.745087513,10,10,119.9752967,459.8530438,966.9239057,1552.923108,1982.698597,2202.065422,218.2831576,348.4199025,11721.91457,2117.51431,Warning
1.04E-06,8.00E-08,10.88750436,573678793.1,133283830,1.69E-06,0.015676463,15.94213191,0.000208239,0.001012334,0.001220573,0.002061081,8.31E-05,1.12E-07,8.22E-07,1.03E-06,7.339285714,1.249055885,1.4335734,1.967692641,2.759529254,4.745087513,10,10,119.9752967,459.8530438,966.9239057,1552.923108,1982.698597,2202.065422,218.2831576,348.4199025,11721.91457,2117.51431,Warning
8.70E-07,6.00E-08,11.01084364,584095897.5,220264825.6,6.50E-07,0.026412043,15.85019848,0.000212873,0.001013531,0.001226404,0.002072423,8.35E-05,1.18E-07,8.38E-07,1.06E-06,7.101694915,1.258585808,1.446396111,1.989972333,2.795494909,4.819815249,10,10,115.6978367,449.0980413,948.1070524,1526.403391,1954.814476,2183.186105,216.4510904,342.4682471,11540.09971,2093.339774,Warning
9.50E-07,7.00E-08,10.94399548,578490817.5,175706657.5,9.20E-07,0.02334593,15.86470762,0.000212873,0.001013531,0.001226404,0.002072423,8.35E-05,1.18E-07,8.38E-07,1.06E-06,7.101694915,1.258585808,1.446396111,1.989972333,2.795494909,4.819815249,10,10,115.6978367,449.0980413,948.1070524,1526.403391,1954.814476,2183.186105,216.4510904,342.4682471,11540.09971,2093.339774,Warning
1.01E-06,8.00E-08,10.88750436,573678793.1,135557374.8,1.69E-06,0.015622509,15.89235192,0.000212873,0.001013531,0.001226404,0.002072423,8.35E-05,1.18E-07,8.38E-07,1.06E-06,7.101694915,1.258585808,1.446396111,1.989972333,2.795494909,4.819815249,10,10,115.6978367,449.0980413,948.1070524,1526.403391,1954.814476,2183.186105,216.4510904,342.4682471,11540.09971,2093.339774,Warning
8.40E-07,6.00E-08,11.01084415,584095949.2,223042551.2,6.50E-07,0.026403943,15.80168848,0.000215782,0.001016214,0.001231996,0.002078528,8.38E-05,1.18E-07,8.52E-07,1.07E-06,7.220338983,1.268276176,1.459344943,2.012357773,2.83192893,4.89566596,10,10,111.5913703,438.6001285,929.6768225,1500.371032,1927.1561,2163.507131,214.5362124,336.5998838,11360.33279,2068.92897,Warning
9.30E-07,7.00E-08,10.94399548,578490817.5,178374285.5,9.20E-07,0.023328667,15.81767901,0.000215782,0.001016214,0.001231996,0.002078528,8.38E-05,1.18E-07,8.52E-07,1.07E-06,7.220338983,1.268276176,1.459344943,2.012357773,2.83192893,4.89566596,10,10,111.5913703,438.6001285,929.6768225,1500.371032,1927.1561,2163.507131,214.5362124,336.5998838,11360.33279,2068.92897,Warning
9.90E-07,8.00E-08,10.88750437,573678792.8,137934953.6,1.70E-06,0.015565997,15.8439499,0.000215782,0.001016214,0.001231996,0.002078528,8.38E-05,1.18E-07,8.52E-07,1.07E-06,7.220338983,1.268276176,1.459344943,2.012357773,2.83192893,4.89566596,10,10,111.5913703,438.6001285,929.6768225,1500.371032,1927.1561,2163.507131,214.5362124,336.5998838,11360.33279,2068.92897,Warning
8.20E-07,6.00E-08,11.01084327,584095861.9,225804397.7,6.50E-07,0.026394308,15.75590239,0.000219417,0.001017079,0.001236496,0.002084035,8.41E-05,1.20E-07,8.64E-07,1.09E-06,7.2,1.278138418,1.472433607,2.034855023,2.868732886,4.972783254,10,10,107.6503265,428.350331,911.6293888,1474.822984,1899.750942,2143.164758,212.5523807,330.8397885,11182.76147,2044.359438,Fault
9.10E-07,7.00E-08,10.94399548,578490817.5,181082675.4,9.30E-07,0.023301764,15.77299827,0.000219417,0.001017079,0.001236496,0.002084035,8.41E-05,1.20E-07,8.64E-07,1.09E-06,7.2,1.278138418,1.472433607,2.034855023,2.868732886,4.972783254,10,10,107.6503265,428.350331,911.6293888,1474.822984,1899.750942,2143.164758,212.5523807,330.8397885,11182.76147,2044.359438,Fault
9.70E-07,8.00E-08,10.88750434,573678794.3,140375186.5,1.70E-06,0.015504159,15.79784248,0.000219417,0.001017079,0.001236496,0.002084035,8.41E-05,1.20E-07,8.64E-07,1.09E-06,7.2,1.278138418,1.472433607,2.034855023,2.868732886,4.972783254,10,10,107.6503265,428.350331,911.6293888,1474.822984,1899.750942,2143.164758,212.5523807,330.8397885,11182.76147,2044.359438,Fault
8.00E-07,5.00E-08,10.94399548,584095977.5,228669930.1,6.50E-07,0.026381877,15.71182591,0.000223748,0.001021623,0.001245371,0.002108738,8.50E-05,1.24E-07,8.80E-07,1.12E-06,7.096774194,1.288188133,1.485669846,2.057524146,2.90590604,5.050963521,10,10,103.8699711,418.3582671,893.962483,1449.755077,1872.622786,2122.277681,210.5116723,325.1984317,11007.50444,2019.698385,Fault
8.90E-07,7.00E-08,10.94399548,578490817.4,183895414.5,9.20E-07,0.0232758,15.72970556,0.000223748,0.001021623,0.001245371,0.002108738,8.50E-05,1.24E-07,8.80E-07,1.12E-06,7.096774194,1.288188133,1.485669846,2.057524146,2.90590604,5.050963521,10,10,103.8699711,418.3582671,893.962483,1449.755077,1872.622786,2122.277681,210.5116723,325.1984317,11007.50444,2019.698385,Fault
9.50E-07,8.00E-08,10.8875044,573678791.1,142928521.6,1.69E-06,0.015449203,15.75305344,0.000223748,0.001021623,0.001245371,0.002108738,8.50E-05,1.24E-07,8.80E-07,1.12E-06,7.096774194,1.288188133,1.485669846,2.057524146,2.90590604,5.050963521,10,10,103.8699711,418.3582671,893.962483,1449.755077,1872.622786,2122.277681,210.5116723,325.1984317,11007.50444,2019.698385,Fault
7.80E-07,5.00E-08,10.94399548,584096117.6,231534190.9,6.50E-07,0.026370538,15.67014928,0.000231269,0.001022652,0.001253922,0.002119781,8.52E-05,1.34E-07,8.90E-07,1.14E-06,6.641791045,1.298437883,1.499067517,2.080429037,2.943556317,5.13020166,10,10,100.2449955,408.6094355,876.6676462,1425.163061,1845.792236,2100.949434,208.4246268,319.6239789,10834.66096,1995.003847,Fault
8.70E-07,7.00E-08,10.94399549,578490817.2,186765419.7,9.30E-07,0.023251574,15.68851173,0.000231269,0.001022652,0.001253922,0.002119781,8.52E-05,1.34E-07,8.90E-07,1.14E-06,6.641791045,1.298437883,1.499067517,2.080429037,2.943556317,5.13020166,10,10,100.2449955,408.6094355,876.6676462,1425.163061,1845.792236,2100.949434,208.4246268,319.6239789,10834.66096,1995.003847,Fault
9.30E-07,8.00E-08,10.88750453,573678785.8,145555324.4,1.69E-06,0.015389674,15.71033165,0.000231269,0.001022652,0.001253922,0.002119781,8.52E-05,1.34E-07,8.90E-07,1.14E-06,6.641791045,1.298437883,1.499067517,2.080429037,2.943556317,5.13020166,10,10,100.2449955,408.6094355,876.6676462,1425.163061,1845.792236,2100.949434,208.4246268,319.6239789,10834.66096,1995.003847,Fault
9.20E-07,6.00E-08,11.01084157,584095697.4,197789380.8,5.90E-07,0.02524021,16.033812,0.000181346,0.000992446,0.001173791,0.001986949,8.00E-05,1.00E-07,7.22E-07,8.60E-07,7.22,1.172097829,1.330554421,1.795935806,2.486810566,4.189325409,10,10,160.9218516,555.2533882,1131.500816,1782.7162,2208.174151,2319.521258,229.712182,399.2891584,13223.5887,2290.418909,Healthy
1.01E-06,7.00E-08,10.94399548,578490817.6,154941642.8,8.60E-07,0.022798116,16.06575623,0.000181346,0.000992446,0.001173791,0.001986949,8.00E-05,1.00E-07,7.22E-07,8.60E-07,7.22,1.172097829,1.330554421,1.795935806,2.486810566,4.189325409,10,10,160.9218516,555.2533882,1131.500816,1782.7162,2208.174151,2319.521258,229.712182,399.2891584,13223.5887,2290.418909,Healthy
1.03E-06,9.00E-08,10.88750433,573678794.8,117519041.2,1.60E-06,0.015757165,16.06778308,0.000181346,0.000992446,0.001173791,0.001986949,8.00E-05,1.00E-07,7.22E-07,8.60E-07,7.22,1.172097829,1.330554421,1.795935806,2.486810566,4.189325409,10,10,160.9218516,555.2533882,1131.500816,1782.7162,2208.174151,2319.521258,229.712182,399.2891584,13223.5887,2290.418909,Healthy
9.20E-07,6.00E-08,11.01084452,584095986.2,200104989.3,6.00E-07,0.025527686,16.0207584,0.000184228,0.00099314,0.001177369,0.00197912,7.97E-05,1.00E-07,7.30E-07,8.90E-07,7.3,1.182455052,1.343254724,1.816788158,2.519379972,4.254606196,10,10,155.1124332,542.4207737,1109.571693,1752.296137,2180.407086,2306.365133,228.4109369,392.6324052,13033.37031,2271.555821,Healthy
1.01E-06,7.00E-08,10.94399549,578490817.4,157019549.3,8.70E-07,0.022996159,16.05754547,0.000184228,0.00099314,0.001177369,0.00197912,7.97E-05,1.00E-07,7.30E-07,8.90E-07,7.3,1.182455052,1.343254724,1.816788158,2.519379972,4.254606196,10,10,155.1124332,542.4207737,1109.571693,1752.296137,2180.407086,2306.365133,228.4109369,392.6324052,13033.37031,2271.555821,Healthy
1.04E-06,9.00E-08,10.88750437,573678793,119288095.8,1.61E-06,0.015834059,16.06497642,0.000184228,0.00099314,0.001177369,0.00197912,7.97E-05,1.00E-07,7.30E-07,8.90E-07,7.3,1.182455052,1.343254724,1.816788158,2.519379972,4.254606196,10,10,155.1124332,542.4207737,1109.571693,1752.296137,2180.407086,2306.365133,228.4109369,392.6324052,13033.37031,2271.555821,Healthy
9.20E-07,6.00E-08,11.01084218,584095755,202432770.8,6.10E-07,0.025782864,16.01194033,0.000186869,0.000995781,0.00118265,0.001986827,8.00E-05,1.00E-07,7.36E-07,9.10E-07,7.36,1.193076124,1.356072041,1.837808208,2.552396115,4.321016123,10,10,149.5057665,529.84288,1088.025314,1722.348475,2152.335754,2293.070856,227.0959631,386.09038,12843.50332,2251.809917,Healthy
1.01E-06,7.00E-08,10.94399548,578490817.6,159122245.9,8.80E-07,0.023161941,16.04809814,0.000186869,0.000995781,0.00118265,0.001986827,8.00E-05,1.00E-07,7.36E-07,9.10E-07,7.36,1.193076124,1.356072041,1.837808208,2.552396115,4.321016123,10,10,149.5057665,529.84288,1088.025314,1722.348475,2152.335754,2293.070856,227.0959631,386.09038,12843.50332,2251.809917,Healthy
1.04E-06,8.00E-08,10.88750449,573678787.7,121083757,1.63E-06,0.015880283,16.0554849,0.000186869,0.000995781,0.00118265,0.001986827,8.00E-05,1.00E-07,7.36E-07,9.10E-07,7.36,1.193076124,1.356072041,1.837808208,2.552396115,4.321016123,10,10,149.5057665,529.84288,1088.025314,1722.348475,2152.335754,2293.070856,227.0959631,386.09038,12843.50332,2251.809917,Healthy
9.20E-07,6.00E-08,11.01084549,584096085,204850721.7,6.20E-07,0.026016173,16.00037373,0.000191846,0.000997597,0.001189443,0.002005857,8.05E-05,1.06E-07,7.56E-07,9.30E-07,7.132075472,1.203231371,1.369025494,1.859034154,2.585828426,4.388661965,10,10,144.1017253,517.5228596,1066.864921,1692.887406,2124.072592,2279.662994,225.7696941,379.6101913,12654.16261,2231.21818,Healthy
1.02E-06,7.00E-08,10.94399548,578490817.6,161316110.2,8.90E-07,0.023290859,16.04100908,0.000191846,0.000997597,0.001189443,0.002005857,8.05E-05,1.06E-07,7.56E-07,9.30E-07,7.132075472,1.203231371,1.369025494,1.859034154,2.585828426,4.388661965,10,10,144.1017253,517.5228596,1066.864921,1692.887406,2124.072592,2279.662994,225.7696941,379.6101913,12654.16261,2231.21818,Healthy
1.05E-06,8.00E-08,10.88750462,573678782.7,122967306.1,1.64E-06,0.01590134,16.04885253,0.000191846,0.000997597,0.001189443,0.002005857,8.05E-05,1.06E-07,7.56E-07,9.30E-07,7.132075472,1.203231371,1.369025494,1.859034154,2.585828426,4.388661965,10,10,144.1017253,517.5228596,1066.864921,1692.887406,2124.072592,2279.662994,225.7696941,379.6101913,12654.16261,2231.21818,Healthy
9.20E-07,6.00E-08,11.01084358,584095891.8,207276142.8,6.20E-07,0.026199609,15.98744984,0.000195132,0.001000445,0.001195577,0.00201375,8.09E-05,1.08E-07,7.72E-07,9.50E-07,7.148148148,1.212210426,1.382134536,1.880450891,2.619691341,4.457625542,10,10,138.8930281,505.4722752,1046.093941,1663.910707,2095.713318,2266.164026,224.439888,373.1814869,12465.49883,2209.81624,Healthy
1.02E-06,8.00E-08,10.94399277,578491119.9,163539983,9.10E-07,0.023376538,16.03235094,0.000195132,0.001000445,0.001195577,0.00201375,8.09E-05,1.08E-07,7.72E-07,9.50E-07,7.148148148,1.212210426,1.382134536,1.880450891,2.619691341,4.457625542,10,10,138.8930281,505.4722752,1046.093941,1663.910707,2095.713318,2266.164026,224.439888,373.1814869,12465.49883,2209.81624,Healthy
1.06E-06,8.00E-08,10.88750448,573678787.7,124884612.6,1.66E-06,0.015889626,16.04462882,0.000195132,0.001000445,0.001195577,0.00201375,8.09E-05,1.08E-07,7.72E-07,9.50E-07,7.148148148,1.212210426,1.382134536,1.880450891,2.619691341,4.457625542,10,10,138.8930281,505.4722752,1046.093941,1663.910707,2095.713318,2266.164026,224.439888,373.1814869,12465.49883,2209.81624,Healthy
9.20E-07,6.00E-08,11.01084368,584095901.1,209758049.1,6.30E-07,0.026339067,15.97733593,0.000197967,0.001000315,0.001198281,0.002020749,8.12E-05,1.08E-07,7.78E-07,9.70E-07,7.203703704,1.221265827,1.395411559,1.902078657,2.654017287,4.527700315,10,10,133.8825784,493.6741056,1025.713881,1635.426452,2067.332491,2252.216832,223.1109272,366.8367591,12277.66696,2187.64294,Healthy
1.03E-06,7.00E-08,10.94399548,578490817.5,165827205.5,9.20E-07,0.02341372,16.02136365,0.000197967,0.001000315,0.001198281,0.002020749,8.12E-05,1.08E-07,7.78E-07,9.70E-07,7.203703704,1.221265827,1.395411559,1.902078657,2.654017287,4.527700315,10,10,133.8825784,493.6741056,1025.713881,1635.426452,2067.332491,2252.216832,223.1109272,366.8367591,12277.66696,2187.64294,Healthy
1.07E-06,8.00E-08,10.88750428,573678797.3,126866350.4,1.68E-06,0.015849603,16.03349155,0.000197967,0.001000315,0.001198281,0.002020749,8.12E-05,1.08E-07,7.78E-07,9.70E-07,7.203703704,1.221265827,1.395411559,1.902078657,2.654017287,4.527700315,10,10,133.8825784,493.6741056,1025.713881,1635.426452,2067.332491,2252.216832,223.1109272,366.8367591,12277.66696,2187.64294,Healthy
9.20E-07,6.00E-08,11.01084479,584096013.7,212323503.1,6.40E-07,0.026415567,15.96420268,0.000201782,0.00100383,0.001205612,0.002032785,8.18E-05,1.10E-07,7.94E-07,1.00E-06,7.218181818,1.230410076,1.408251069,1.923751771,2.688738125,4.598888508,10,10,129.0661496,482.1377158,1005.725846,1607.433422,2039.001268,2236.774851,221.6327819,360.5658504,12090.9332,2164.779174,Warning
1.03E-06,7.00E-08,10.94399548,578490817.5,168208684.4,9.30E-07,0.023411307,16.00736277,0.000201782,0.00100383,0.001205612,0.002032785,8.18E-05,1.10E-07,7.94E-07,1.00E-06,7.218181818,1.230410076,1.408251069,1.923751771,2.688738125,4.598888508,10,10,129.0661496,482.1377158,1005.725846,1607.433422,2039.001268,2236.774851,221.6327819,360.5658504,12090.9332,2164.779174,Warning
1.08E-06,8.00E-08,10.88750456,573678784.9,128943465.6,1.69E-06,0.015786393,16.02882069,0.000201782,0.00100383,0.001205612,0.002032785,8.18E-05,1.10E-07,7.94E-07,1.00E-06,7.218181818,1.230410076,1.408251069,1.923751771,2.688738125,4.598888508,10,10,129.0661496,482.1377158,1005.725846,1607.433422,2039.001268,2236.774851,221.6327819,360.5658504,12090.9332,2164.779174,Warning
9.20E-07,6.00E-08,11.01084459,584095993.2,214912226.4,6.50E-07,0.026434804,15.94932121,0.0002054,0.001005292,0.001210692,0.002039683,8.21E-05,1.12E-07,8.00E-07,1.01E-06,7.142857143,1.239666067,1.420862032,1.945621534,2.723915859,4.67144338,10,10,124.4286191,470.862837,986.1295074,1579.932595,2010.77419,2219.98844,220.0164934,354.4391657,11905.59631,2141.362401,Warning
1.00E-06,7.00E-08,10.94399548,578490817.6,170630043.6,9.20E-07,0.023389442,15.96434767,0.0002054,0.001005292,0.001210692,0.002039683,8.21E-05,1.12E-07,8.00E-07,1.01E-06,7.142857143,1.239666067,1.420862032,1.945621534,2.723915859,4.67144338,10,10,124.4286191,470.862837,986.1295074,1579.932595,2010.77419,2219.98844,220.0164934,354.4391657,11905.59631,2141.362401,Warning
1.07E-06,8.00E-08,10.88750453,573678785.7,131063206.3,1.70E-06,0.015731582,15.99445716,0.0002054,0.001005292,0.001210692,0.002039683,8.21E-05,1.12E-07,8.00E-07,1.01E-06,7.142857143,1.239666067,1.420862032,1.945621534,2.723915859,4.67144338,10,10,124.4286191,470.862837,986.1295074,1579.932595,2010.77419,2219.98844,220.0164934,354.4391657,11905.59631,2141.362401,Warning
7.50E-07,3.00E-08,18.22714249,778699348.2,394482215.9,6.70E-07,0.025968245,20.36957419,0.0002571,0.001041461,0.001298561,0.002229798,9.12E-05,4.02E-06,1.46E-06,1.57E-06,0.36318408,1.235811112,1.407157785,1.888382209,2.580983284,4.19958443,7.714826711,10,131.1244138,517.4092732,1120.764162,1892.04251,2595.077288,3202.494696,318.4469551,403.9160641,14918.63166,2923.139015,Warning
8.50E-07,4.00E-08,17.86809097,771314819.8,308476424.8,9.40E-07,0.022559665,20.37758078,0.0002571,0.001041461,0.001298561,0.002229798,9.12E-05,4.02E-06,1.46E-06,1.57E-06,0.36318408,1.235811112,1.407157785,1.888382209,2.580983284,4.19958443,7.714826711,10,131.1244138,517.4092732,1120.764162,1892.04251,2595.077288,3202.494696,318.4469551,403.9160641,14918.63166,2923.139015,Warning
9.20E-07,5.00E-08,17.59208766,764901670.8,238896057.5,1.71E-06,0.014025275,20.37319204,0.0002571,0.001041461,0.001298561,0.002229798,9.12E-05,4.02E-06,1.46E-06,1.57E-06,0.36318408,1.235811112,1.407157785,1.888382209,2.580983284,4.19958443,7.714826711,10,131.1244138,517.4092732,1120.764162,1892.04251,2595.077288,3202.494696,318.4469551,403.9160641,14918.63166,2923.139015,Warning
7.50E-07,3.00E-08,18.1882969,778695829.5,398956967.3,6.60E-07,0.025955741,20.35591612,0.000263518,0.001043419,0.001306937,0.002250464,9.20E-05,4.02E-06,1.47E-06,1.59E-06,0.365671642,1.244525506,1.418609776,1.907286051,2.609523824,4.251768902,7.831526265,10,126.6327464,506.5473315,1101.5056,1862.024192,2555.184583,3154.846758,313.7140076,398.2676282,14679.44635,2878.927078,Warning
8.40E-07,4.00E-08,17.82922804,771314725.2,312413387.5,9.40E-07,0.022545375,20.3631229,0.000263518,0.001043419,0.001306937,0.002250464,9.20E-05,4.02E-06,1.47E-06,1.59E-06,0.365671642,1.244525506,1.418609776,1.907286051,2.609523824,4.251768902,7.831526265,10,126.6327464,506.5473315,1101.5056,1862.024192,2555.184583,3154.846758,313.7140076,398.2676282,14679.44635,2878.927078,Warning
